SID,NUMBER,ISO_TIME,NATURE,LAT,LON,YEAR
2016195S06076,29,7/12/2016 12:00,Disturbance,-6.4,75.7,2016
2016197N14256,30,7/15/2016 0:00,Disturbance,13.5,-104.5,2016
2016199N18131,31,7/16/2016 18:00,Disturbance,18.3,130.9,2016
2016203N10249,32,7/21/2016 0:00,Disturbance,9.5,-111,2016
2016203N13259,33,7/21/2016 12:00,Tropical,14,-102.5,2016
2016205N25152,34,7/22/2016 18:00,Tropical,24.7,151.5,2016
2016207N17116,35,7/25/2016 12:00,Tropical,17.2,114.9,2016
2016211N11128,36,7/29/2016 12:00,Tropical,11.9,127.2,2016
2016214N15240,37,7/31/2016 12:00,Tropical,14.7,-119.8,2016
2016215N16283,38,8/2/2016 12:00,Tropical,16.3,-79.2,2016
2016216N14243,39,8/10/2016 0:00,Disturbance,16.4,-146.8,2016
2016216N17149,40,8/10/2016 0:00,Extratropical,46.3,152.9,2016
2016220N18258,41,8/10/2016 0:00,Disturbance,24.7,-112.1,2016
2016221N19163,42,8/10/2016 0:00,Tropical,18,156,2016
2016222N22089,43,8/10/2016 0:00,Tropical,22.8,89.7,2016
2016225N16138,44,8/11/2016 12:00,Tropical,15.6,138.2,2016
2016228N22117,45,8/15/2016 12:00,Tropical,21.7,116.3,2016
2016230N12254,46,8/17/2016 0:00,Disturbance,12.4,-106.5,2016
2016230N12328,47,8/16/2016 18:00,Tropical,12,-32.2,2016
2016230N15138,48,8/16/2016 18:00,Disturbance,15.4,138.1,2016
2016230N21089,49,8/16/2016 12:00,Tropical,21,89,2016
2016230N25160,50,8/16/2016 18:00,Disturbance,25,160.2,2016
2016232N22153,51,8/18/2016 12:00,Tropical,22.3,152.8,2016
2016235N11341,52,8/21/2016 12:00,Disturbance,11,-19.4,2016
2016236N13146,53,8/22/2016 18:00,Disturbance,12.6,146.1,2016
2016237N14253,54,8/24/2016 12:00,Tropical,14.7,-108.5,2016
2016240N13224,55,8/26/2016 18:00,Tropical,13.3,-136.4,2016
2016240N31295,56,8/27/2016 0:00,Disturbance,30.7,-65,2016
2016242N24279,57,8/28/2016 18:00,Tropical,23.8,-81.4,2016
2016244N21123,58,8/30/2016 18:00,Disturbance,20.8,123,2016
2016248N15255,59,9/4/2016 12:00,Tropical,15.4,-105.1,2016
2016250N25125,60,9/5/2016 12:00,Mixture(contradicting report from different agencies),24.7,124.7,2016
2016253N13144,61,9/10/2016 0:00,Tropical,14.5,140,2016
2016253N26152,62,9/10/2016 0:00,Disturbance,30.9,150.4,2016
2016255N12114,63,9/11/2016 12:00,Mixture(contradicting report from different agencies),12.5,114,2016
2016255N12247,64,9/10/2016 12:00,Disturbance,12.3,-113.1,2016
2016256N12146,65,9/11/2016 12:00,Disturbance,12.4,146.1,2016
2016256N20312,66,9/12/2016 0:00,Disturbance,20,-48.5,2016
2016257N13341,67,9/12/2016 18:00,Disturbance,13.1,-19,2016
2016257N27280,68,9/13/2016 12:00,Tropical,28,-80.7,2016
2016262N16251,69,9/18/2016 0:00,Tropical,16.1,-109.1,2016
2016263N13333,70,9/19/2016 12:00,Tropical,13.4,-27.3,2016
2016265N10150,71,9/21/2016 12:00,Tropical,10.6,146.1,2016
2016269N15165,72,10/1/2016 0:00,Tropical,16,135.4,2016
2016270N12223,73,10/1/2016 0:00,Disturbance,18.6,-144,2016
2016270N15240,74,9/25/2016 12:00,Tropical,15.3,-119.7,2016
2016273N13300,75,10/1/2016 0:00,Tropical,13.4,-71.9,2016
2016277S30044,76,10/3/2016 0:00,Subtropical,-30.1,43.6,2016
2016278N16181,77,10/10/2016 0:00,Tropical,24.6,146.4,2016
2016278N23300,78,10/10/2016 0:00,Tropical,24.3,-65.2,2016
2016279N19130,79,10/10/2016 0:00,Tropical,21.6,117.7,2016
2016287N12131,80,10/12/2016 18:00,Tropical,12.4,130.5,2016
2016288N06146,81,10/14/2016 0:00,Tropical,6.3,145.7,2016
2016295N13089,82,10/21/2016 0:00,Tropical,13.5,88.5,2016
2016296N11262,83,10/22/2016 12:00,Disturbance,11.7,-99.5,2016
2016305N10147,84,10/30/2016 18:00,Tropical,10.1,146.9,2016
2016308N13088,85,11/2/2016 18:00,Tropical,12.7,88,2016
2016313N11163,86,11/10/2016 0:00,Tropical,16.8,156.8,2016
2016315N11171,87,11/10/2016 0:00,Disturbance,10.8,170,2016
2016318N18253,88,11/13/2016 12:00,Tropical,17.7,-107.2,2016
2016323N13279,89,11/17/2016 18:00,Disturbance,12.5,-80.7,2016
2016328N09130,90,11/23/2016 12:00,Disturbance,9.7,129.1,2016
2016335N07088,91,11/29/2016 12:00,Tropical,6.8,87.7,2016
2016341N08092,92,12/10/2016 0:00,Tropical,12.6,88.3,2016
2016347N10110,93,12/12/2016 12:00,Tropical,10.4,109.5,2016
2016353S11130,94,12/18/2016 12:00,Disturbance,-11,129.2,2016
2016354S15116,95,12/18/2016 12:00,Tropical,-14.9,116.3,2016
2016355N07146,96,12/20/2016 0:00,Tropical,6.9,145.5,2016
2017008N08128,1,1/10/2017 0:00,Disturbance,8.3,121.4,2017
2017025S16128,2,1/25/2017 0:00,Tropical,-15.7,128.1,2017
2017033S14056,3,2/10/2017 0:00,Tropical,-25.8,56,2017
2017043S19040,4,2/11/2017 18:00,Disturbance,-19.1,39.9,2017
2017046S17137,5,2/15/2017 12:00,Disturbance,-16.2,136.2,2017
2017051S18189,6,2/20/2017 12:00,Tropical,-18,-170.1,2017
2017052S16178,7,2/21/2017 0:00,Disturbance,-16.2,178.4,2017
2017060S09139,8,3/1/2017 0:00,Tropical,-9,138.5,2017
2017061S11063,9,3/10/2017 0:00,Mixture(contradicting report from different agencies),-26.1,46.9,2017
2017065S14079,10,3/10/2017 0:00,Tropical,-15.1,70.5,2017
2017079S13122,11,3/19/2017 12:00,Disturbance,-13.2,122,2017
2017081S10096,12,3/21/2017 18:00,Tropical,-10,96.4,2017
2017082S14152,13,3/23/2017 12:00,Mixture(contradicting report from different agencies),-14.6,151.7,2017
2017094S10115,14,4/10/2017 0:00,Tropical,-18.2,104.2,2017
2017094S17191,15,4/10/2017 0:00,Subtropical,-24.5,-173,2017
2017097S08134,16,4/10/2017 0:00,Tropical,-9.1,132.9,2017
2017097S12171,17,4/10/2017 0:00,Tropical,-20.5,165.8,2017
2017104N08085,18,4/14/2017 0:00,Tropical,8.2,85.3,2017
2017104N11130,19,4/14/2017 12:00,Mixture(contradicting report from different agencies),10.6,128.8,2017
2017106N36310,20,4/16/2017 12:00,Extratropical,35.1,-49.5,2017
2017111S09146,21,4/20/2017 12:00,Tropical,-8.5,145.5,2017
2017113N09144,22,4/22/2017 18:00,Tropical,8.8,144,2017
2017119S08103,23,4/29/2017 0:00,Tropical,-8.3,102.6,2017
2017122S13170,24,5/1/2017 21:00,Not reported,-12.7,170.3,2017
2017127S18184,25,5/10/2017 0:00,Tropical,-14.7,185.2,2017
2017130N09269,26,5/10/2017 0:00,Tropical,9.5,-91.7,2017
2017147N14087,27,5/27/2017 12:00,Tropical,13.8,88.4,2017
2017152N14262,28,5/31/2017 12:00,Tropical,13.8,-97.9,2017
2017161N13119,29,6/10/2017 0:00,Mixture(contradicting report from different agencies),13.2,119.4,2017
2017163N14265,30,6/11/2017 12:00,Tropical,14,-94.7,2017
2017163N20090,31,6/11/2017 12:00,Tropical,20.5,89.5,2017
2017170N08310,32,6/18/2017 18:00,Disturbance,7.5,-49.6,2017
2017171N24271,33,6/19/2017 18:00,Disturbance,23.6,-88.6,2017
2017175N13264,34,6/24/2017 0:00,Disturbance,12.8,-96.5,2017
2017182N15132,35,7/1/2017 12:00,Mixture(contradicting report from different agencies),17.2,130.3,2017
2017187N12324,36,7/5/2017 12:00,Disturbance,11.8,-35.9,2017
2017189N11250,37,7/10/2017 0:00,Tropical,17.1,-115.6,2017
2017193N12252,38,7/11/2017 18:00,Tropical,12.2,-108.4,2017
2017195N16114,39,7/14/2017 0:00,Tropical,16,114.1,2017
2017198N10312,40,7/17/2017 0:00,Disturbance,10.3,-47.7,2017
2017198N13245,41,7/16/2017 18:00,Disturbance,12.5,-114.9,2017
2017199N14255,42,7/17/2017 12:00,Tropical,14.1,-105,2017
2017199N19086,43,7/18/2017 0:00,Tropical,19,86,2017
2017200N26162,44,7/19/2017 12:00,Tropical,26.2,161.7,2017
2017201N23178,45,7/20/2017 0:00,Mixture(contradicting report from different agencies),23,178,2017
2017202N08274,46,7/20/2017 12:00,Disturbance,7.8,-85.9,2017
2017202N16116,47,7/20/2017 12:00,Disturbance,16.1,116,2017
2017202N19124,48,7/21/2017 12:00,Mixture(contradicting report from different agencies),19.1,123.1,2017
2017203N14248,49,7/22/2017 12:00,Tropical,14.3,-112.4,2017
2017206N13129,50,7/25/2017 0:00,Tropical,12.7,128.9,2017
2017207N24085,51,7/26/2017 0:00,Tropical,24,85,2017
2017209N19118,52,7/27/2017 12:00,Tropical,19.2,117.9,2017
2017212N27158,53,7/31/2017 12:00,Tropical,27.1,159.6,2017
2017212N28275,54,7/30/2017 18:00,Tropical,28.4,-85.4,2017
2017216N16254,55,8/4/2017 0:00,Disturbance,15.9,-106,2017
2017219N16279,56,8/10/2017 0:00,Tropical,20.3,-95.5,2017
2017223N16172,57,8/10/2017 12:00,Disturbance,15.5,171.9,2017
2017224N19253,58,8/11/2017 12:00,Tropical,18.5,-106.7,2017
2017224N22293,59,8/12/2017 0:00,Disturbance,22.4,-66.8,2017
2017228N14314,60,8/16/2017 12:00,Disturbance,13.7,-47.4,2017
2017230N13249,61,8/17/2017 12:00,Disturbance,13.2,-111.4,2017
2017232N19130,62,8/19/2017 12:00,Tropical,19.1,130.1,2017
2017236N15129,63,8/24/2017 0:00,Mixture(contradicting report from different agencies),15.3,128.8,2017
2017239N18147,64,8/26/2017 18:00,Tropical,17.8,147,2017
2017240N31279,65,8/27/2017 18:00,Disturbance,30.7,-80.7,2017
2017242N16333,66,8/30/2017 0:00,Tropical,16.1,-26.9,2017
2017242N17253,67,8/29/2017 18:00,Disturbance,17,-107,2017
2017242N19122,68,8/30/2017 12:00,Tropical,18.9,120.9,2017
2017247N09327,69,9/10/2017 0:00,Tropical,19.4,-62.9,2017
2017247N16132,70,9/3/2017 12:00,Mixture(contradicting report from different agencies),16,132.4,2017
2017249N22263,71,9/5/2017 12:00,Tropical,22.2,-97.2,2017
2017252N14147,72,9/10/2017 0:00,Tropical,15.8,140.4,2017
2017253N14130,73,9/10/2017 0:00,Tropical,14.3,130,2017
2017254N16251,74,9/11/2017 12:00,Tropical,16.5,-110,2017
2017257N16251,75,9/14/2017 12:00,Tropical,16.9,-109.4,2017
2017257N16258,76,9/13/2017 12:00,Tropical,15.9,-101.8,2017
2017258N10337,77,9/14/2017 18:00,Tropical,10.4,-23.1,2017
2017260N12310,78,10/1/2017 0:00,Extratropical,42.2,-42.6,2017
2017265N17257,79,9/22/2017 0:00,Disturbance,16.7,-103.3,2017
2017267N18116,80,9/23/2017 12:00,Mixture(contradicting report from different agencies),17.5,116.3,2017
2017277N11279,81,10/10/2017 0:00,Extratropical,44.2,-72,2017
2017277N14265,82,10/3/2017 18:00,Tropical,13.9,-94.9,2017
2017280N32321,83,10/10/2017 0:00,Tropical,32,-39.1,2017
2017282N17113,84,10/10/2017 0:00,Tropical,18.4,105.7,2017
2017282N22088,85,10/10/2017 0:00,Tropical,23.2,87.1,2017
2017284N15134,86,10/11/2017 0:00,Tropical,15.5,134,2017
2017288N09138,87,10/15/2017 0:00,Disturbance,8.7,137.9,2017
2017291N09116,88,10/18/2017 12:00,Disturbance,9.4,116.2,2017
2017292N13151,89,10/19/2017 12:00,Disturbance,12.2,151.6,2017
2017292N17087,90,10/19/2017 0:00,Tropical,16.5,86.5,2017
2017300N10271,91,10/26/2017 18:00,Disturbance,10.3,-88.6,2017
2017301N18276,92,10/27/2017 18:00,Disturbance,17.5,-84.2,2017
2017304N11127,93,10/31/2017 0:00,Tropical,11.1,127.3,2017
2017305N08108,94,10/31/2017 12:00,Tropical,7.5,107.8,2017
2017307N07102,95,11/3/2017 0:00,Disturbance,7.2,102.4,2017
2017309N26308,96,11/4/2017 12:00,Disturbance,25.5,-52.3,2017
2017312N10134,97,11/10/2017 0:00,Tropical,15,119.1,2017
2017319N15083,98,11/15/2017 12:00,Tropical,16.2,83.3,2017
2017321N07124,99,11/16/2017 12:00,Tropical,7.1,123.6,2017
2017329S10110,100,11/25/2017 0:00,Tropical,-9.5,109.5,2017
2017332S08098,101,11/27/2017 12:00,Tropical,-7.8,97.5,2017
2017333N06082,102,11/28/2017 18:00,Tropical,6,82.2,2017
2017340N09089,103,12/10/2017 0:00,Tropical,20.4,88.1,2017
2017347N11131,104,12/12/2017 18:00,Tropical,10.8,130.5,2017
2017354N08134,105,12/20/2017 0:00,Tropical,8.2,134,2017
2017360S15124,106,12/26/2017 0:00,Mixture(contradicting report from different agencies),-14.6,123.8,2017
2017364N07138,107,1/1/2018 0:00,Mixture(contradicting report from different agencies),8.8,129.7,2017
2017364S12065,108,1/1/2018 0:00,Tropical,-14.3,61.5,2017
2018004S09096,1,1/10/2018 0:00,Mixture(contradicting report from different agencies),-25.5,69.1,2018
2018007S13130,2,1/10/2018 0:00,Tropical,-16.5,122.9,2018
2018010S10069,3,1/10/2018 0:00,Disturbance,-9.8,69.3,2018
2018025S09080,4,1/25/2018 12:00,Mixture(contradicting report from different agencies),-9.7,80.7,2018
2018027S11156,5,1/26/2018 12:00,Disturbance,-11.4,156.1,2018
2018038S15172,6,2/10/2018 0:00,Tropical,-15.8,190.4,2018
2018039N08151,7,2/10/2018 0:00,Mixture(contradicting report from different agencies),8.4,143.4,2018
2018044S10133,8,2/12/2018 18:00,Disturbance,-10,132.5,2018
2018060S13057,9,3/1/2018 0:00,Disturbance,-12.7,56.6,2018
2018064S16172,10,3/10/2018 0:00,Tropical,-21.4,169.1,2018
2018070S10160,11,3/11/2018 12:00,Mixture(contradicting report from different agencies),-10.8,160,2018
2018072N05076,12,3/13/2018 12:00,Tropical,6.5,75,2018
2018073S09129,13,3/14/2018 0:00,Tropical,-9,129,2018
2018073S12057,14,3/13/2018 12:00,Tropical,-11.9,56.8,2018
2018079S08137,15,3/20/2018 0:00,Tropical,-7.6,137.2,2018
2018082N04147,16,3/23/2018 12:00,Disturbance,4.8,146.9,2018
2018082S12164,17,3/22/2018 18:00,Disturbance,-12.3,164,2018
2018089S18172,18,3/30/2018 12:00,Tropical,-18.1,172.2,2018
2018096S15172,19,4/10/2018 0:00,Tropical,-18.7,177,2018
2018111S07055,20,4/20/2018 12:00,Disturbance,-7.1,54.9,2018
2018117S07098,21,4/27/2018 12:00,Tropical,-7.3,96.6,2018
2018129N15153,22,5/10/2018 0:00,Disturbance,15.3,153.1,2018
2018131N12235,23,5/10/2018 12:00,Tropical,12.1,-125.4,2018
2018136N11054,24,5/15/2018 18:00,Disturbance,11.3,53.7,2018
2018146N19273,25,5/25/2018 12:00,Subtropical,18.8,-87.1,2018
2018148N17090,26,5/28/2018 0:00,Disturbance,16.5,90.2,2018
2018153N12113,27,6/10/2018 0:00,Mixture(contradicting report from different agencies),22.7,116.4,2018
2018155N10132,28,6/10/2018 0:00,Tropical,25.2,130.6,2018
2018157N14255,29,6/10/2018 0:00,Tropical,15.9,-114,2018
2018161N12260,30,6/10/2018 0:00,Tropical,12.7,-101.3,2018
2018161N22092,31,6/10/2018 12:00,Tropical,22.7,91.4,2018
2018164N21120,32,6/13/2018 0:00,Subtropical,20.9,120.3,2018
2018165N22117,33,6/13/2018 12:00,Tropical,21.6,117.2,2018
2018166N15260,34,6/14/2018 18:00,Tropical,14.9,-100,2018
2018174N12244,35,6/23/2018 0:00,Disturbance,12.4,-115.9,2018
2018178N12253,36,6/27/2018 12:00,Disturbance,12.4,-107.5,2018
2018179N19134,37,6/27/2018 12:00,Disturbance,18.7,134,2018
2018182N11256,38,6/30/2018 18:00,Tropical,11,-103.8,2018
2018184N10147,39,7/10/2018 0:00,Tropical,24,127.2,2018
2018186N10325,40,7/10/2018 0:00,Disturbance,17.6,-68.9,2018
2018186N31292,41,7/10/2018 0:00,Tropical,32.2,-74.3,2018
2018195N19138,42,7/13/2018 12:00,Disturbance,19,137.8,2018
2018199N18128,43,7/17/2018 12:00,Tropical,18.4,127.9,2018
2018202N18116,44,7/20/2018 12:00,Tropical,18,116.4,2018
2018202N21088,45,7/21/2018 12:00,Tropical,21.7,87.4,2018
2018202N21159,46,7/21/2018 12:00,Disturbance,21.1,158.9,2018
2018204N15137,47,7/23/2018 0:00,Disturbance,15.2,137.4,2018
2018208N11225,48,7/26/2018 18:00,Tropical,10.9,-135,2018
2018208N13238,49,7/26/2018 12:00,Tropical,13,-121.6,2018
2018211N27152,50,7/30/2018 0:00,Disturbance,26.5,152.3,2018
2018213N12245,51,7/31/2018 12:00,Tropical,12.3,244.9,2018
2018214N19153,52,8/10/2018 0:00,Tropical,39.9,147.1,2018
2018215N41326,53,8/10/2018 0:00,Extratropical,45.9,-38.5,2018
2018217N12266,54,8/4/2018 18:00,Tropical,12.3,-94.5,2018
2018218N14255,55,8/10/2018 0:00,Tropical,25,-118.7,2018
2018218N18134,56,8/10/2018 0:00,Tropical,22.8,132.2,2018
2018219N15237,57,8/10/2018 0:00,Tropical,17.1,-130,2018
2018219N21088,58,8/7/2018 12:00,Tropical,21.5,87,2018
2018221N17112,59,8/10/2018 0:00,Mixture(contradicting report from different agencies),19.6,111.3,2018
2018222N16147,60,8/10/2018 0:00,Disturbance,16.1,146.6,2018
2018226N11245,61,8/13/2018 12:00,Disturbance,10.9,-114.7,2018
2018226N23128,62,8/14/2018 0:00,Mixture(contradicting report from different agencies),23.3,128.2,2018
2018227N11145,63,8/15/2018 0:00,Disturbance,11.4,145.1,2018
2018227N20086,64,8/15/2018 12:00,Tropical,20.2,85,2018
2018227N37315,65,8/15/2018 0:00,Disturbance,36.9,-45.5,2018
2018229N11160,66,8/16/2018 12:00,Tropical,11.3,160.3,2018
2018234N22119,67,8/22/2018 0:00,Mixture(contradicting report from different agencies),22.2,118.7,2018
2018238N13239,68,8/25/2018 12:00,Disturbance,12.8,-120.8,2018
2018239N11161,69,8/26/2018 18:00,Tropical,11,160.5,2018
2018240N15251,70,8/27/2018 18:00,Disturbance,14.6,-109.4,2018
2018242N13343,71,8/30/2018 12:00,Disturbance,12.8,-17.9,2018
2018244N14252,72,9/1/2018 0:00,Tropical,14.3,-107.8,2018
2018246N22283,73,9/2/2018 18:00,Disturbance,22.4,-77,2018
2018249N22088,74,9/6/2018 0:00,Tropical,21.8,88,2018
2018250N12170,75,9/10/2018 0:00,Tropical,14.5,147.5,2018
2018251N13325,76,9/10/2018 0:00,Tropical,14.5,-41,2018
2018251N13343,77,9/10/2018 0:00,Tropical,13.7,-26.7,2018
2018251N15248,78,9/10/2018 0:00,Tropical,18.9,-119.1,2018
2018251N20122,79,9/10/2018 0:00,Tropical,21.6,121.9,2018
2018255N37320,80,9/12/2018 0:00,Extratropical,37,-39.8,2018
2018256S07076,81,9/13/2018 12:00,Disturbance,-7.6,75.4,2018
2018263N12146,82,10/1/2018 0:00,Mixture(contradicting report from different agencies),41.4,144.3,2018
2018263N17089,83,9/19/2018 15:00,Tropical,17.2,89,2018
2018263N26249,84,9/19/2018 12:00,Tropical,26.1,-111.3,2018
2018265N08338,85,9/22/2018 12:00,Tropical,8.1,-22.9,2018
2018265N13308,86,9/21/2018 18:00,Tropical,12.9,-52.5,2018
2018265N35315,87,10/1/2018 0:00,Tropical,33.5,-53.4,2018
2018268N14253,88,10/1/2018 0:00,Tropical,25.6,-117.9,2018
2018268N24155,89,9/25/2018 12:00,Disturbance,25.3,153.6,2018
2018269N11220,90,10/1/2018 0:00,Tropical,11.7,-166,2018
2018269S09157,91,9/25/2018 12:00,Tropical,-8.7,157.2,2018
2018271N06154,92,10/1/2018 0:00,Tropical,15.6,135.9,2018
2018273N12259,93,10/1/2018 0:00,Tropical,11.5,-106.9,2018
2018279N11069,94,10/10/2018 0:00,Tropical,14,59.2,2018
2018280N18273,95,10/10/2018 0:00,Tropical,26.6,-86.5,2018
2018281N14088,96,10/10/2018 0:00,Tropical,16.1,86,2018
2018282N09333,97,10/10/2018 0:00,Tropical,11.2,-30.7,2018
2018288N17257,98,10/14/2018 12:00,Tropical,17,-102.8,2018
2018292N13269,99,10/19/2018 0:00,Disturbance,13,-91.5,2018
2018292N14261,100,10/19/2018 0:00,Disturbance,14.2,-98.9,2018
2018294N08161,101,10/20/2018 18:00,Mixture(contradicting report from different agencies),8.3,160.8,2018
2018300N25315,102,10/26/2018 18:00,Subtropical,25.4,-45.3,2018
2018306N14249,103,11/2/2018 0:00,Disturbance,13.7,-111,2018
2018309S06068,104,11/10/2018 0:00,Tropical,-13.1,52.9,2018
2018311N07179,105,11/10/2018 0:00,Disturbance,8.5,170.6,2018
2018313S05090,106,11/10/2018 0:00,Tropical,-5.1,90.9,2018
2018314N12093,107,11/10/2018 12:00,Mixture(contradicting report from different agencies),12.7,90.7,2018
2018321N10113,108,11/16/2018 18:00,Mixture(contradicting report from different agencies),9.9,113.1,2018
2018324N04156,109,11/19/2018 18:00,Tropical,4.3,156.2,2018
2018334S09156,110,11/30/2018 0:00,Mixture(contradicting report from different agencies),-8.8,155.6,2018
2018347N07089,111,12/13/2018 0:00,Tropical,6.5,88.7,2018
2018348S08093,112,12/14/2018 12:00,Mixture(contradicting report from different agencies),-7.9,92.6,2018
2018351S09059,113,12/16/2018 18:00,Disturbance,-9.1,58.9,2018
2018358N07140,114,12/23/2018 12:00,Disturbance,6.8,140.4,2018
2018363S12145,115,1/1/2019 0:00,Tropical,-12.7,141.2,2018
2018365N08115,116,1/1/2019 0:00,Tropical,6.6,110.8,2018
2019001S10162,1,1/1/2019 0:00,Disturbance,-9.6,164.4,2019
2019004N03175,2,1/10/2019 0:00,Disturbance,3.8,164.7,2019
2019018S24033,3,1/17/2019 12:00,Not reported,-23.6,33.4,2019
2019019S13106,4,1/19/2019 0:00,Tropical,-13.3,105.8,2019
2019021S09128,5,1/21/2019 0:00,Tropical,-8.9,128.4,2019
2019023S21041,6,1/23/2019 12:00,Disturbance,-21.3,40.8,2019
2019035S11058,7,2/10/2019 0:00,Tropical,-20.3,63.2,2019
2019035S13070,8,2/10/2019 0:00,Extratropical,-32.3,77.8,2019
2019040S17183,9,2/10/2019 0:00,Tropical,-22.5,-174.5,2019
2019042S17162,10,2/11/2019 0:00,Tropical,-16.5,161.7,2019
2019050N05163,11,2/18/2019 12:00,Mixture(contradicting report from different agencies),4.8,162.6,2019
2019057S13184,12,2/25/2019 12:00,Tropical,-12.8,-176.1,2019
2019060S10078,13,2/28/2019 18:00,Disturbance,-9.6,77.6,2019
2019063S18038,14,3/10/2019 0:00,Tropical,-17.2,42.4,2019
2019067S11115,15,3/10/2019 0:00,Disturbance,-11.8,111.3,2019
2019071N04161,16,3/11/2019 18:00,Disturbance,3.7,160.5,2019
2019074S08151,17,3/14/2019 18:00,Tropical,-8.1,151,2019
2019077S13123,18,3/18/2019 0:00,Tropical,-13,122.7,2019
2019078S13066,19,3/18/2019 12:00,Disturbance,-13.1,66.4,2019
2019093S07133,20,4/10/2019 0:00,Tropical,-16.8,112.3,2019
2019112S04079,21,4/21/2019 18:00,Disturbance,-4,79.2,2019
2019112S10053,22,4/21/2019 18:00,Disturbance,-9.6,53,2019
2019116N02090,23,4/25/2019 18:00,Tropical,1.9,90.2,2019
2019126S05129,24,5/10/2019 0:00,Tropical,-9.5,128.9,2019
2019129S10160,25,5/10/2019 0:00,Tropical,-12.2,159.9,2019
2019141N28291,26,5/20/2019 18:00,Subtropical,28.1,-68.6,2019
2019160N11073,27,6/10/2019 0:00,Tropical,12,71,2019
2019176N18128,28,6/24/2019 12:00,Tropical,17.9,127.7,2019
2019177N15256,29,6/25/2019 12:00,Tropical,14.6,-103.8,2019
2019178N10137,30,6/27/2019 0:00,Disturbance,10.3,137.2,2019
2019181N10252,31,6/30/2019 12:00,Tropical,10.5,-109.7,2019
2019182N18114,32,7/1/2019 12:00,Mixture(contradicting report from different agencies),17.9,114,2019
2019188N16245,33,7/10/2019 0:00,Disturbance,22.5,-121.3,2019
2019192N29274,34,7/10/2019 12:00,Disturbance,28.5,-86.5,2019
2019193N14255,35,7/12/2019 12:00,Tropical,14.4,-105.9,2019
2019195N13136,36,7/14/2019 0:00,Tropical,12.8,136.4,2019
2019203N15244,37,7/22/2019 12:00,Tropical,15.6,-116.3,2019
2019204N25283,38,7/22/2019 12:00,Tropical,24.6,-77.4,2019
2019205N23137,39,7/24/2019 0:00,Mixture(contradicting report from different agencies),23,136.9,2019
2019209N11237,40,7/27/2019 12:00,Tropical,11.2,237.1,2019
2019210N11253,41,7/28/2019 12:00,Tropical,11.1,-106.8,2019
2019210N16117,42,7/29/2019 0:00,Disturbance,15.9,117,2019
2019213N17155,43,8/1/2019 0:00,Tropical,17.4,154.7,2019
2019214N15134,44,8/10/2019 0:00,Tropical,29.1,120.8,2019
2019215N13242,45,8/2/2019 18:00,Disturbance,12.9,-118.4,2019
2019216N16147,46,8/10/2019 0:00,Tropical,22.7,141.4,2019
2019218N21088,47,8/6/2019 12:00,Tropical,20.7,87.8,2019
2019224N18252,48,8/11/2019 18:00,Disturbance,18.2,-107.7,2019
2019231N13135,49,8/19/2019 0:00,Disturbance,12.6,135.1,2019
2019233N15255,50,8/21/2019 12:00,Tropical,15.3,-106.9,2019
2019233N40300,51,8/20/2019 18:00,Tropical,40.1,-59.7,2019
2019236N08143,52,8/24/2019 12:00,Mixture(contradicting report from different agencies),8.1,140.2,2019
2019236N10314,53,8/24/2019 12:00,Tropical,10.4,-47.5,2019
2019239N32287,54,8/26/2019 12:00,Tropical,31.7,-72.7,2019
2019242N14180,55,8/30/2019 12:00,Disturbance,13.9,179.1,2019
2019242N18126,56,8/30/2019 0:00,Tropical,18.2,126.3,2019
2019243N06136,57,8/30/2019 12:00,Disturbance,6.4,136,2019
2019244N13253,58,9/1/2019 0:00,Tropical,12.7,-107.2,2019
2019246N15225,59,9/3/2019 12:00,Disturbance,14.4,-135.7,2019
2019246N16330,60,9/10/2019 0:00,Tropical,41.4,-44.2,2019
2019246N24266,61,9/3/2019 12:00,Tropical,23.4,-94.7,2019
2019250N24123,62,9/10/2019 0:00,Tropical,34.9,123.5,2019
2019255N09162,63,9/12/2019 12:00,Disturbance,9.6,160.6,2019
2019255N15251,64,9/12/2019 12:00,Tropical,15.6,-110.6,2019
2019256N23286,65,9/12/2019 12:00,Disturbance,23,-74.2,2019
2019260N10253,66,9/16/2019 12:00,Disturbance,9.9,-107,2019
2019260N12262,67,9/17/2019 12:00,Tropical,13.2,-99.6,2019
2019260N13317,68,9/17/2019 0:00,Disturbance,12.6,-42.6,2019
2019260N20129,69,9/17/2019 0:00,Mixture(contradicting report from different agencies),20.1,128.8,2019
2019261N28264,70,9/17/2019 12:00,Tropical,28.3,-95.7,2019
2019264N19071,71,9/20/2019 18:00,Disturbance,19.3,71.3,2019
2019265N12301,72,9/22/2019 0:00,Tropical,11.5,-58.8,2019
2019266N11341,73,10/1/2019 0:00,Tropical,31.2,-41.9,2019
2019268N10155,74,10/1/2019 0:00,Tropical,27.4,122.2,2019
2019272N14261,75,10/1/2019 0:00,Tropical,25.3,-108.5,2019
2019273N23070,76,10/1/2019 0:00,Tropical,24,74.1,2019
2019278N16165,77,10/10/2019 0:00,Tropical,23.2,139.9,2019
2019282N35286,78,10/10/2019 0:00,Extratropical,38.9,-68.2,2019
2019285N15198,79,10/11/2019 12:00,Disturbance,15.4,-161.8,2019
2019288N13341,80,10/14/2019 12:00,Tropical,12.6,-19.3,2019
2019288N16136,81,10/15/2019 0:00,Mixture(contradicting report from different agencies),15.8,136.2,2019
